epoch,loss,output_1_accuracy,output_1_loss,output_2_accuracy,output_2_loss,output_3_accuracy,output_3_loss,output_4_accuracy,output_4_loss,output_5_accuracy,output_5_loss,val_loss,val_output_1_accuracy,val_output_1_loss,val_output_2_accuracy,val_output_2_loss,val_output_3_accuracy,val_output_3_loss,val_output_4_accuracy,val_output_4_loss,val_output_5_accuracy,val_output_5_loss
10,0.6115907430648804,0.9575473070144653,0.13470587134361267,0.9577776193618774,0.132661372423172,0.9634901881217957,0.11667682230472565,0.9634441137313843,0.11355296522378922,0.9633750319480896,0.11399310827255249,0.4561181962490082,0.9791050553321838,0.1051710695028305,0.9794748425483704,0.10151839256286621,0.982988178730011,0.07950879633426666,0.9805843234062195,0.08914076536893845,0.9794748425483704,0.08078504353761673
11,0.5478943586349487,0.9616474509239197,0.11969554424285889,0.9605187177658081,0.12070660293102264,0.9663925766944885,0.10465911775827408,0.9668532609939575,0.10222388058900833,0.9676594734191895,0.10062017291784286,0.40366196632385254,0.9818786978721619,0.09762046486139297,0.9824334383010864,0.09006346017122269,0.982803225517273,0.07441136986017227,0.9831730723381042,0.07732411473989487,0.9853920340538025,0.06434521079063416
12,0.5206645727157593,0.9620159864425659,0.11524395644664764,0.964457631111145,0.11064638942480087,0.967498242855072,0.10089094191789627,0.9694792032241821,0.09683817625045776,0.9687881469726562,0.09704672545194626,0.39893630146980286,0.9820635914802551,0.09651350229978561,0.9826183319091797,0.08862772583961487,0.985761821269989,0.06750604510307312,0.9837278127670288,0.07853749394416809,0.9853920340538025,0.06773414462804794
13,0.5168070793151855,0.9629143476486206,0.11456965655088425,0.9638587236404419,0.11307510733604431,0.9679819345474243,0.09985092282295227,0.9698938131332397,0.09512117505073547,0.969456136226654,0.09419537335634232,0.3612630069255829,0.9842825531959534,0.09554102271795273,0.9863165616989136,0.0798996239900589,0.987610936164856,0.058862097561359406,0.9865014553070068,0.0711214616894722,0.9868713021278381,0.05588686093688011
14,0.500909149646759,0.9656554460525513,0.1089777797460556,0.9652177691459656,0.11039398610591888,0.968880295753479,0.09761615097522736,0.9701932668685913,0.09191739559173584,0.9708612561225891,0.09200987219810486,0.435047447681427,0.9805843234062195,0.11008936166763306,0.9807692170143127,0.098448745906353,0.9853920340538025,0.07470759749412537,0.9835429191589355,0.08364149928092957,0.985761821269989,0.0681796669960022
15,0.4735034108161926,0.9656785130500793,0.10667359083890915,0.9668762683868408,0.1040135994553566,0.9711377024650574,0.09170219302177429,0.9725197553634644,0.0838828980922699,0.9728652834892273,0.08723744004964828,0.4181918501853943,0.9803994297981262,0.10859429836273193,0.9824334383010864,0.09145740419626236,0.982803225517273,0.07535538077354431,0.9848372936248779,0.077210932970047,0.9863165616989136,0.06559330224990845
16,0.4725794494152069,0.9666459560394287,0.10564875602722168,0.9677055478096008,0.10165665298700333,0.9705387949943542,0.09040265530347824,0.9718517661094666,0.08701849728822708,0.9724045991897583,0.08785899728536606,0.3671107292175293,0.9861316680908203,0.09639529138803482,0.9855769276618958,0.08247998356819153,0.987610936164856,0.06281871348619461,0.9877958297729492,0.0702892541885376,0.9885355234146118,0.055148571729660034
17,0.4460766315460205,0.9677285552024841,0.09926241636276245,0.9696173667907715,0.09511770308017731,0.9722893834114075,0.08597835898399353,0.9731416702270508,0.08278094232082367,0.9732798933982849,0.08293852210044861,0.44626301527023315,0.978180468082428,0.12356161326169968,0.9824334383010864,0.09342257678508759,0.9850221872329712,0.07430435717105865,0.9792899489402771,0.09071990847587585,0.9865014553070068,0.06418982893228531
18,0.44423726201057434,0.9682583808898926,0.09847094118595123,0.9685808420181274,0.09531067311763763,0.9721972942352295,0.08553719520568848,0.9732798933982849,0.08314841985702515,0.9740861058235168,0.08176567405462265,0.39397940039634705,0.9855769276618958,0.09606117755174637,0.9833579659461975,0.09049961715936661,0.9853920340538025,0.0727006271481514,0.9868713021278381,0.0781470388174057,0.9887204170227051,0.05664319172501564
19,0.44305381178855896,0.9680280089378357,0.09947332739830017,0.9684886932373047,0.09736168384552002,0.97212815284729,0.08491116017103195,0.9743624925613403,0.07950614392757416,0.9732568860054016,0.08180451393127441,0.3965214490890503,0.9846523404121399,0.0982203260064125,0.9844674468040466,0.08739197999238968,0.9848372936248779,0.07571140676736832,0.985761821269989,0.07745039463043213,0.9870561957359314,0.057839285582304
20,0.4143896698951721,0.9700550436973572,0.09419160336256027,0.971552312374115,0.08967727422714233,0.9736023545265198,0.07842765748500824,0.9752378463745117,0.07672464847564697,0.9753069281578064,0.07537201046943665,0.3471086621284485,0.9879807829856873,0.08864697813987732,0.9877958297729492,0.07635181397199631,0.9889053106307983,0.0638515055179596,0.9890902638435364,0.06729777157306671,0.9909393787384033,0.050911661237478256
21,0.40099433064460754,0.9719439148902893,0.08792784065008163,0.97212815284729,0.08780085295438766,0.9754681587219238,0.07627832889556885,0.9759288430213928,0.07448677718639374,0.9754681587219238,0.07450367510318756,0.33898451924324036,0.9894600510597229,0.08459192514419556,0.9883505702018738,0.07506519556045532,0.9890902638435364,0.06267419457435608,0.9892751574516296,0.06650730222463608,0.9903846383094788,0.05017339438199997
22,0.4003492295742035,0.9698938131332397,0.09014242142438889,0.9710455536842346,0.0874340832233429,0.9759519100189209,0.07629360258579254,0.9766198992729187,0.07374678552150726,0.976182222366333,0.07273249328136444,0.3402901291847229,0.9885355234146118,0.08521071076393127,0.9879807829856873,0.07526127249002457,0.9894600510597229,0.06235204637050629,0.9900147914886475,0.0673399567604065,0.990569531917572,0.05015622079372406
23,0.39668574929237366,0.9716444611549377,0.08735528588294983,0.9721972942352295,0.08628926426172256,0.9751226305961609,0.07676289230585098,0.9762743711471558,0.07366439700126648,0.976896345615387,0.07262150198221207,0.3398250937461853,0.9889053106307983,0.08441247791051865,0.9883505702018738,0.0753021240234375,0.9894600510597229,0.06208762899041176,0.9889053106307983,0.06788133084774017,0.9909393787384033,0.0501854307949543
24,0.3925137519836426,0.9722663760185242,0.0860598012804985,0.9723354578018188,0.0848376676440239,0.9754681587219238,0.07491584122180939,0.9767811298370361,0.07168509811162949,0.9756754636764526,0.07501722127199173,0.3415282368659973,0.9889053106307983,0.08561014384031296,0.9889053106307983,0.07522803544998169,0.9900147914886475,0.062161289155483246,0.9887204170227051,0.06863246858119965,0.990569531917572,0.0498996265232563
25,0.391610324382782,0.9717135429382324,0.08759859949350357,0.972473680973053,0.08558832854032516,0.9749153256416321,0.07666472345590591,0.9774031043052673,0.07032033056020737,0.9765047430992126,0.07144030928611755,0.343330442905426,0.9887204170227051,0.08640369772911072,0.9879807829856873,0.07589815557003021,0.9901996850967407,0.06209160014986992,0.9892751574516296,0.06804010272026062,0.9901996850967407,0.05093583092093468
26,0.39906415343284607,0.971091628074646,0.08946214616298676,0.9711607098579407,0.08618542551994324,0.9746619462966919,0.07697263360023499,0.9763435125350952,0.07299447059631348,0.9757906794548035,0.07345297187566757,0.3373943865299225,0.9890902638435364,0.08448653668165207,0.9890902638435364,0.07540029287338257,0.9896449446678162,0.06004529818892479,0.990569531917572,0.06849247962236404,0.9913091659545898,0.04898701608181
27,0.3901088833808899,0.9719669222831726,0.08754798769950867,0.9730725884437561,0.08393017202615738,0.9759979844093323,0.07373917102813721,0.977472186088562,0.07187797129154205,0.9759519100189209,0.07301454246044159,0.3354884684085846,0.9894600510597229,0.0858442634344101,0.9883505702018738,0.07477439939975739,0.9898298978805542,0.05852208286523819,0.9889053106307983,0.06826534122228622,0.9911242723464966,0.04816017672419548
28,0.3909638226032257,0.9711146354675293,0.0863378494977951,0.9724506735801697,0.08498482406139374,0.9744316339492798,0.0769074484705925,0.9763204455375671,0.07123281806707382,0.9764816761016846,0.071500264108181,0.3393333852291107,0.9890902638435364,0.08739262074232101,0.9889053106307983,0.07437355071306229,0.9898298978805542,0.06079351529479027,0.9890902638435364,0.06758865714073181,0.990569531917572,0.049142807722091675
29,0.39518994092941284,0.9714601635932922,0.08691179007291794,0.972934365272522,0.08606257289648056,0.9754220843315125,0.0769374892115593,0.9772418141365051,0.0717974454164505,0.9764586687088013,0.07349106669425964,0.33942893147468567,0.9887204170227051,0.08683034032583237,0.9887204170227051,0.07553216069936752,0.9896449446678162,0.06100122630596161,0.9894600510597229,0.06719116121530533,0.990569531917572,0.048835400491952896
